the-last-supper-1519.jpg,https://use2-uploads2.wikiart.org/images/jerg-ratgeb/the-last-supper-1519.jpg,Renaissance Art,Northern Renaissance,Jerg Ratgeb,The Last Supper,1519,face,yes,1.7,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.2,0.2,0.4,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.9,0.0;;;;;
resurrection-of-christ-1519.jpg,https://use2-uploads0.wikiart.org/images/jerg-ratgeb/resurrection-of-christ-1519.jpg,Renaissance Art,Northern Renaissance,Jerg Ratgeb,Resurrection of Christ,1519,face,yes,2.4,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.3,0.2,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.2,0.8,0.0;;;;;
st-jerome-in-rocky-landscape.jpg,https://use2-uploads5.wikiart.org/images/joachim-patinir/st-jerome-in-rocky-landscape.jpg,Renaissance Art,Northern Renaissance,Joachim Patinir,St. Jerome in Rocky Landscape,1520,face,yes,1.64,0.0,0.0,0.0,0.091,0.0,0.091,0.091,0.0,0.364,0.182,0.0,0.091,0.091,0.0,0.273,0.0,0.0,0.0,0.273,0.0;;;;;
landscape-with-st-christopher.jpg,https://use2-uploads6.wikiart.org/images/joachim-patinir/landscape-with-st-christopher.jpg,Renaissance Art,Northern Renaissance,Joachim Patinir,Landscape with St. Christopher,1520,face,yes,1.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0;;;;;
salome-with-the-head-of-john-the-baptist-1520.jpg,https://use2-uploads3.wikiart.org/images/andrea-solario/salome-with-the-head-of-john-the-baptist-1520.jpg,Renaissance Art,High Renaissance,Andrea Solario,Salome with the head of John the Baptist,1520,face,yes,1.3,0.0,0.0,0.0,0.1,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.1,0.0;;;;;
portrait-of-the-cuspinian-family.jpg,https://use2-uploads1.wikiart.org/images/bernhard-strigel/portrait-of-the-cuspinian-family.jpg,Renaissance Art,Northern Renaissance,Bernhard Strigel,Portrait of the Cuspinian Family,1520,face,yes,1.1,0.2,0.0,0.1,0.1,0.0,0.1,0.0,0.2,0.4,0.3,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.0;;;;;
landscape-with-the-destruction-of-sodom-and-gomorrah.jpg,https://use2-uploads2.wikiart.org/images/joachim-patinir/landscape-with-the-destruction-of-sodom-and-gomorrah.jpg,Renaissance Art,Northern Renaissance,Joachim Patinir,Landscape with the destruction of Sodom and Gomorrah,1520,none,yes,0.69,0.077,0.231,0.077,0.077,0.308,0.308,0.385,0.154,0.154,0.154,0.077,0.077,0.231,0.077,0.308,0.154,0.077,0.154,0.154,0.0;;;;;
portrait-of-a-gentleman.jpg,https://use2-uploads1.wikiart.org/images/bernhard-strigel/portrait-of-a-gentleman.jpg,Renaissance Art,Northern Renaissance,Bernhard Strigel,Portrait of a Gentleman,1520,face,yes,1.4,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.1;;;;;
flora-1520.JPG,https://use2-uploads4.wikiart.org/00112/images/bartolomeo-veneto/flora-1520.JPG,Renaissance Art,High Renaissance,Bartolomeo Veneto,Flora,1520,face,yes,1.2,0.4,0.0,0.2,0.3,0.0,0.0,0.0,0.1,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0;;;;;
abraham-sara-and-an-angel.jpg,https://use2-uploads8.wikiart.org/images/jan-provoost/abraham-sara-and-an-angel.jpg,Renaissance Art,Northern Renaissance,Jan Provoost,Abraham, Sara and an Angel,1520,face,yes,1.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0;;;;;
aeneas-and-achates-on-the-libyan-coast-1520.jpg,https://use2-uploads7.wikiart.org/images/dosso-dossi/aeneas-and-achates-on-the-libyan-coast-1520.jpg,Renaissance Art,High Renaissance,Dosso Dossi,Aeneas and Achates on the Libyan Coast,1520,face,yes,2.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0;;;;;
the-body-of-the-dead-christ-in-the-tomb-1521.jpg,https://use2-uploads3.wikiart.org/images/hans-holbein-the-younger/the-body-of-the-dead-christ-in-the-tomb-1521.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,The Body of the Dead Christ in the Tomb,1521,face,yes,0.6,0.1,0.0,0.1,0.0,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.0,0.2,0.1,0.4,0.2,0.0,0.0,0.3,0.0;;;;;
deposi-o-no-t-mulo-1521.jpg,https://use2-uploads8.wikiart.org/images/cristovao-de-figueiredo/deposi-o-no-t-mulo-1521.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Deposi&#231;&#227;o no T&#250;mulo,1521,face,yes,0.27,0.0,0.0,0.091,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.091,0.182,0.818,0.091,0.0,0.182,0.182,0.0;;
madonna-with-st-roch-and-st-sebastian.jpg,https://use2-uploads3.wikiart.org/images/lorenzo-lotto/madonna-with-st-roch-and-st-sebastian.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,Madonna with St. Roch and St. Sebastian,1522,face,yes,1.64,0.071,0.0,0.071,0.0,0.0,0.0,0.071,0.143,0.357,0.143,0.429,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.357,0.0;;;;;
madonna-delle-grazie.jpg,https://use2-uploads6.wikiart.org/images/pietro-perugino/madonna-delle-grazie.jpg,Renaissance Art,High Renaissance,Pietro Perugino,Madonna delle Grazie,1522,face,yes,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.0;;;;;
allegory-of-music-1522.jpg,https://use2-uploads4.wikiart.org/images/dosso-dossi/allegory-of-music-1522.jpg,Renaissance Art,High Renaissance,Dosso Dossi,Allegory of Music,1522,face,yes,1.13,0.048,0.016,0.177,0.048,0.032,0.048,0.016,0.065,0.597,0.145,0.242,0.161,0.0,0.016,0.048,0.048,0.032,0.113,0.194,0.0;;;;;
portrait-of-martin-luther-as-an-augustinian-monk.jpg,https://use2-uploads6.wikiart.org/images/lucas-cranach-the-elder/portrait-of-martin-luther-as-an-augustinian-monk.jpg,Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Portrait of Martin Luther as an Augustinian Monk,1523,face,yes,0.86,0.071,0.071,0.143,0.071,0.071,0.071,0.071,0.071,0.286,0.286,0.214,0.143,0.071,0.071,0.143,0.071,0.071,0.071,0.5,0.0;;;;;
portrait-of-erasmus-of-rotterdam-1523.jpg,https://use2-uploads5.wikiart.org/images/hans-holbein-the-younger/portrait-of-erasmus-of-rotterdam-1523.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,Portrait of Erasmus of Rotterdam,1523,face,yes,1.3,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0;;;;;
st-john-the-baptist-1.jpg,https://use2-uploads8.wikiart.org/images/andrea-del-sarto/st-john-the-baptist-1.jpg,Renaissance Art,High Renaissance,Andrea del Sarto,St. John the Baptist,1523,face,yes,1.57,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.071,0.214,0.143,0.357,0.0,0.0,0.071,0.0,0.0,0.071,0.643,0.0;;;;;
bacchus-1524.jpg,https://use2-uploads3.wikiart.org/images/dosso-dossi/bacchus-1524.jpg,Renaissance Art,High Renaissance,Dosso Dossi,Bacchus,1524,face,yes,1.9,0.0,0.3,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.0,0.1,0.3,0.0;;;;;
frescoes-in-the-oratory-suardi-in-trescore-scene-of-the-blessing-of-st-brigid-of-kildare-1524.jpg,https://use2-uploads5.wikiart.org/images/lorenzo-lotto/frescoes-in-the-oratory-suardi-in-trescore-scene-of-the-blessing-of-st-brigid-of-kildare-1524.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,Frescoes in the Oratory Suardi in Trescore, scene of the blessing of St. Brigid of Kildare,1524,face,yes,1.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0;;;;;
adam-and-eve-1524.jpg,https://use2-uploads0.wikiart.org/images/hans-baldung/adam-and-eve-1524.jpg,Renaissance Art,Northern Renaissance,Hans Baldung,Adam and Eve,1524,face,yes,1.6,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.6,0.0;;;;;
apollo-and-daphne-1524.jpg,https://use2-uploads4.wikiart.org/images/dosso-dossi/apollo-and-daphne-1524.jpg,Renaissance Art,High Renaissance,Dosso Dossi,Apollo and Daphne,1524,face,yes,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0;;;;;
tr-nsito-da-virgem-1525.jpg,https://use2-uploads8.wikiart.org/images/cristovao-de-figueiredo/tr-nsito-da-virgem-1525.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Tr&#226;nsito da virgem,1525,face,yes,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.0,0.0,0.3,0.0;;;;
ill-matched-lovers-e10886.jpg,https://use2-uploads1.wikiart.org/00148/images/quentin-matsys/ill-matched-lovers-e10886.jpg,Renaissance Art,Northern Renaissance,Quentin Matsys,Ill-matched Lovers,1525,face,yes,0.08,0.083,0.083,0.083,0.167,0.167,0.167,0.25,0.083,0.25,0.25,0.333,0.25,0.083,0.083,0.0,0.167,0.083,0.0,0.25,0.0;;;;;
the-passion.jpg,https://use2-uploads6.wikiart.org/images/hans-holbein-the-younger/the-passion.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,The Passion,1525,face,yes,1.5,0.1,0.1,0.0,0.2,0.2,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.3,0.0;;;;;
the-angel-of-the-annunciation-1527.jpg,https://use2-uploads0.wikiart.org/images/lorenzo-lotto/the-angel-of-the-annunciation-1527.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,The Angel of the Annunciation,1527,face,yes,1.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.4,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0;;;;;
portrait-of-sir-thomas-more-1527.jpg,https://use2-uploads0.wikiart.org/images/hans-holbein-the-younger/portrait-of-sir-thomas-more-1527.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,Portrait of Sir Thomas More,1527,face,yes,0.5,0.0,0.083,0.083,0.333,0.0,0.0,0.083,0.083,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.0;;;;;
adam-and-eve-1528.jpg,https://use2-uploads2.wikiart.org/images/lucas-cranach-the-elder/adam-and-eve-1528.jpg,Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Adam and Eve,1528,face,yes,1.7,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.6,0.1,0.5,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.0;;;;;
stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg,https://use2-uploads6.wikiart.org/images/lucas-cranach-the-elder/stag-hunt-of-elector-friedrich-iii-the-wise-1529.jpg,Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Stag Hunt of Elector Friedrich III the Wise,1529,face,yes,0.4,0.0,0.1,0.1,0.0,0.1,0.1,0.4,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.4,0.0;;;;;
the-battle-of-issus-1529.jpg,https://use2-uploads4.wikiart.org/images/albrecht-altdorfer/the-battle-of-issus-1529.jpg,Renaissance Art,Northern Renaissance,Albrecht Altdorfer,The battle of Issus,1529,body,yes,0.2,0.0,0.4,0.0,0.3,0.1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.0;;;;;
exalta-o-da-santa-cruz-1530.jpg,https://use2-uploads3.wikiart.org/images/cristovao-de-figueiredo/exalta-o-da-santa-cruz-1530.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Exalta&#231;&#227;o da Santa Cruz,1530,face,yes,0.75,0.0,0.0,0.125,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.0,0.188,0.0,0.0,0.0,0.063,0.063,0.063,0.625,0.0;;;
triumph-of-chastity-1530.jpg,https://use2-uploads8.wikiart.org/images/lorenzo-lotto/triumph-of-chastity-1530.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,Triumph of Chastity,1530,face,yes,2.0,0.182,0.091,0.182,0.091,0.0,0.0,0.091,0.091,0.182,0.364,0.273,0.182,0.0,0.0,0.091,0.091,0.0,0.091,0.455,0.0;;;;;
portrait-of-a-lady-1530.jpg,https://use2-uploads6.wikiart.org/images/hans-baldung/portrait-of-a-lady-1530.jpg,Renaissance Art,Northern Renaissance,Hans Baldung,Portrait of a Lady,1530,face,yes,1.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0;;;;;
cristo-deposto-da-cruz-1530.jpg,https://use2-uploads3.wikiart.org/images/cristovao-de-figueiredo/cristo-deposto-da-cruz-1530.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Cristo deposto da cruz,1530,face,yes,0.74,0.013,0.0,0.026,0.026,0.026,0.078,0.182,0.13,0.039,0.117,0.143,0.052,0.078,0.299,0.818,0.26,0.026,0.026,0.195,0.0;;;;;
mart-rio-de-santo-andr-1530.jpg,https://use2-uploads3.wikiart.org/images/cristovao-de-figueiredo/mart-rio-de-santo-andr-1530.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Mart&#237;rio de Santo Andr&#233;,1530,face,yes,1.0,0.091,0.091,0.091,0.0,0.0,0.0,0.545,0.0,0.091,0.182,0.0,0.0,0.0,0.091,0.818,0.182,0.0,0.0,0.0,0.0;;;
portrait-of-a-lady-in-a-green-dress-1530.jpg,https://use2-uploads1.wikiart.org/images/bartolomeo-veneto/portrait-of-a-lady-in-a-green-dress-1530.jpg,Renaissance Art,High Renaissance,Bartolomeo Veneto,Portrait of a Lady in a Green Dress,1530,face,yes,1.6,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.2,0.0,0.1,0.2,0.0,0.0,0.1,0.7,0.0;;;;;
tr-ptico-da-paix-o-de-cristo-1530.jpg,https://use2-uploads0.wikiart.org/images/cristovao-de-figueiredo/tr-ptico-da-paix-o-de-cristo-1530.jpg,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Tr&#237;ptico da Paix&#227;o de Cristo,1530,face,yes,0.91,0.015,0.06,0.03,0.045,0.03,0.075,0.149,0.119,0.104,0.209,0.06,0.075,0.045,0.119,0.507,0.179,0.015,0.045,0.418,0.0;;;
electors-of-saxony-friedrich-the-wise-johann-the-steadfast-and-johann-friedrich-the-magnanimous-1532.jpg,https://use2-uploads4.wikiart.org/images/lucas-cranach-the-elder/electors-of-saxony-friedrich-the-wise-johann-the-steadfast-and-johann-friedrich-the-magnanimous-1532.jpg,Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Electors of Saxony: Friedrich the Wise, Johann the Steadfast and Johann Friedrich the Magnanimous,1532,face,yes,0.6,0.1,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.1;;;;;
virgin-and-child-with-two-donors.jpg,https://use2-uploads7.wikiart.org/images/lorenzo-lotto/virgin-and-child-with-two-donors.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,Virgin and Child with Two Donors,1533,face,yes,2.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.4,0.3,0.7,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.0;;;;;
piet-1533.jpg,https://use2-uploads7.wikiart.org/00148/images/il-sodoma/piet-1533.jpg,Renaissance Art,High Renaissance,Il Sodoma,Piet&#224;,1533,face,yes,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.4,0.0,0.0,0.1,0.0;;;;
portrait-of-thomas-cromwell.jpg,https://use2-uploads4.wikiart.org/images/hans-holbein-the-younger/portrait-of-thomas-cromwell.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,Portrait of Thomas Cromwell,1533,face,yes,1.0,0.0,0.091,0.091,0.273,0.0,0.0,0.0,0.0,0.182,0.091,0.091,0.273,0.091,0.0,0.0,0.0,0.0,0.0,0.455,0.0;;;;;
the-ambassadors-1533.jpg,https://use2-uploads6.wikiart.org/images/hans-holbein-the-younger/the-ambassadors-1533.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,The Ambassadors,1533,face,yes,2.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0;;;;;
noli-me-tangere-1(2).jpg,https://use2-uploads0.wikiart.org/images/correggio/noli-me-tangere-1(2).jpg,Renaissance Art,High Renaissance,Correggio,Noli Me Tangere,1534,face,yes,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.4,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.0;;;;;
the-annunciation.jpg,https://use2-uploads0.wikiart.org/images/lorenzo-lotto/the-annunciation.jpg,Renaissance Art,High Renaissance,Lorenzo Lotto,The Annunciation,1534,face,yes,1.64,0.091,0.0,0.273,0.0,0.091,0.0,0.182,0.0,0.545,0.273,0.0,0.0,0.091,0.182,0.182,0.091,0.091,0.091,0.182,0.0;;;;;
portrait-of-a-lady-thought-to-be-anne-boleyn.jpg,https://use2-uploads3.wikiart.org/images/hans-holbein-the-younger/portrait-of-a-lady-thought-to-be-anne-boleyn.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,Portrait of a Lady, thought to be Anne Boleyn,1534,face,yes,1.7,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0;;;;;
portrait-of-henry-viii-king-of-england.jpg,https://use2-uploads6.wikiart.org/images/hans-holbein-the-younger/portrait-of-henry-viii-king-of-england.jpg,Renaissance Art,Northern Renaissance,Hans Holbein the Younger,Portrait of Henry VIII, King of England,1535,face,yes,1.3,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.8,0.0;;;;;
the-prodigal-son-1536.jpg,https://use2-uploads8.wikiart.org/images/jan-van-hemessen/the-prodigal-son-1536.jpg,Renaissance Art,Northern Renaissance,Jan van Hemessen,Parable of the Prodigal Son,1536,face,yes,1.83,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.833,0.167,0.25,0.083,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0;;;;;
venus-of-urbino-1538.jpg,https://use2-uploads6.wikiart.org/images/titian/venus-of-urbino-1538.jpg,Renaissance Art,High Renaissance,Ticiano Vecellio,Venus of Urbino,1538,face,yes,1.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0;;;;;
three-ages-of-man-and-three-graces-1539.jpg,https://use2-uploads4.wikiart.org/images/hans-baldung/three-ages-of-man-and-three-graces-1539.jpg,Renaissance Art,Northern Renaissance,Hans Baldung,Three Ages of Man and Three Graces,1539,face,yes,1.0,0.0,0.1,0.2,0.0,0.0,0.2,0.3,0.0,0.1,0.0,0.1,0.2,0.4,0.1,0.2,0.1,0.0,0.2,0.3,0.0;;;;;
a-merry-company.jpg,https://use2-uploads2.wikiart.org/images/jan-van-hemessen/a-merry-company.jpg,Renaissance Art,Northern Renaissance,Jan van Hemessen,A Merry Company,1540,face,yes,0.6,0.1,0.2,0.1,0.0,0.1,0.3,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.1,0.0;;;;;
hunt-in-honour-of-charles-v-at-the-castle-of-torgau-1544.jpg,https://use2-uploads5.wikiart.org/images/lucas-cranach-the-elder/hunt-in-honour-of-charles-v-at-the-castle-of-torgau-1544.jpg,Renaissance Art,Northern Renaissance,Lucas Cranach the Elder,Hunt in Honour of Charles V at the Castle of Torgau,1544,body,yes,0.9,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.0;;;;;
allegorical-scene.jpg,https://use2-uploads4.wikiart.org/images/jan-van-hemessen/allegorical-scene.jpg,Renaissance Art,Northern Renaissance,Jan van Hemessen,Allegorical Scene,1550,face,yes,1.59,0.039,0.013,0.158,0.013,0.013,0.026,0.066,0.145,0.408,0.25,0.684,0.105,0.026,0.118,0.197,0.026,0.079,0.039,0.211,0.0;;;;;
the-egg-dance-1552.jpg,https://use2-uploads3.wikiart.org/images/pieter-aertsen/the-egg-dance-1552.jpg,Renaissance Art,Northern Renaissance,Pieter Aertsen,The Egg Dance,1552,face,yes,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0;;;;;
christ-carrying-the-cross.jpg,https://use2-uploads3.wikiart.org/images/jan-van-hemessen/christ-carrying-the-cross.jpg,Renaissance Art,Northern Renaissance,Jan van Hemessen,Christ Carrying The Cross,1553,face,yes,1.3,0.1,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.7,0.3,0.0,0.0,0.1,0.0;;;;;
market-with-christ-and-the-woman-taken-in-adultery-1559.jpg,https://use2-uploads4.wikiart.org/images/pieter-aertsen/market-with-christ-and-the-woman-taken-in-adultery-1559.jpg,Renaissance Art,Northern Renaissance,Pieter Aertsen,Market with Christ and the Woman Taken in Adultery,1559,face,yes,0.7,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.2,0.4,0.2,0.0,0.1,0.0,0.0;;;;;
cook-in-front-of-the-stove-1559.jpg,https://use2-uploads7.wikiart.org/images/pieter-aertsen/cook-in-front-of-the-stove-1559.jpg,Renaissance Art,Northern Renaissance,Pieter Aertsen,Cook in front of the Stove,1559,face,yes,1.36,0.0,0.0,0.091,0.091,0.0,0.0,0.091,0.091,0.091,0.545,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.091,0.455,0.0;;;;;
netherlandish-proverbs-1559.jpg,https://use2-uploads4.wikiart.org/images/pieter-bruegel-the-elder/netherlandish-proverbs-1559.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Netherlandish Proverbs,1559,face,yes,0.5,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0;;;;;
fight-between-carnival-and-lent-1559.jpg,https://use2-uploads4.wikiart.org/images/pieter-bruegel-the-elder/fight-between-carnival-and-lent-1559.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,The Fight between Carnival and Lent,1559,face,yes,0.55,0.091,0.091,0.091,0.091,0.182,0.0,0.273,0.091,0.636,0.273,0.091,0.182,0.091,0.091,0.091,0.182,0.091,0.0,0.091,0.0;;;;;
icarus.jpg,https://use2-uploads6.wikiart.org/00103/images/pieter-bruegel-the-elder/icarus.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Landscape with the Fall of Icarus,1560,face,yes,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.545,0.636,0.0,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.364,0.0;;;;;
the-gloomy-day-1559.jpg,https://use2-uploads5.wikiart.org/images/pieter-bruegel-the-elder/the-gloomy-day-1559.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,The Gloomy Day (January),1565,body,yes,1.3,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.1,0.3,0.0;;;;;
hunters-in-the-snow.jpg,https://use2-uploads3.wikiart.org/00129/images/pieter-bruegel-the-elder/hunters-in-the-snow.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Hunters in the Snow,1565,body,yes,1.1,0.1,0.1,0.4,0.0,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0;;;;;
market-woman-at-a-vegetable-stand-1567.jpg,https://use2-uploads5.wikiart.org/images/pieter-aertsen/market-woman-at-a-vegetable-stand-1567.jpg,Renaissance Art,Northern Renaissance,Pieter Aertsen,Market woman at a vegetable stand,1567,face,yes,1.5,0.071,0.0,0.071,0.0,0.071,0.071,0.0,0.143,0.571,0.357,0.0,0.143,0.071,0.0,0.0,0.0,0.071,0.0,0.0,0.0;;;;;
parable-of-the-blind-1568.jpg,https://use2-uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,1568,face,yes,1.9,0.0,0.1,0.1,0.0,0.1,0.1,0.4,0.0,0.0,0.3,0.0,0.2,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0;;;;;
the-magpie-on-the-gallows-1568.jpg,https://use2-uploads7.wikiart.org/images/pieter-bruegel-the-elder/the-magpie-on-the-gallows-1568.jpg,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,The Magpie on the Gallows,1568,body,yes,1.42,0.083,0.0,0.417,0.0,0.0,0.0,0.333,0.083,0.417,0.333,0.0,0.0,0.083,0.167,0.083,0.0,0.0,0.167,0.0,0.0;;;;;
portrait-of-gillis-hooftman-shipowner-and-his-wife-margaretha-van-nispen-1570.jpg,https://use2-uploads4.wikiart.org/00103/images/maarten-de-vos/portrait-of-gillis-hooftman-shipowner-and-his-wife-margaretha-van-nispen-1570.jpg,Renaissance Art,Northern Renaissance,Maarten de Vos,Portrait of Gillis Hooftman, Shipowner, and His Wife Margaretha Van Nispen,1570,face,yes,1.58,0.0,0.0,0.167,0.167,0.083,0.083,0.083,0.083,0.083,0.167,0.083,0.167,0.083,0.083,0.083,0.083,0.0,0.0,0.5,0.0;;;;;
